"account_id","district_id","frequency","date"
735,70,"POPLATEK MESICNE",970917
736,75,"POPLATEK MESICNE",971207
737,34,"POPLATEK MESICNE",931208
738,34,"POPLATEK MESICNE",930621
739,66,"POPLATEK MESICNE",960318
740,28,"POPLATEK MESICNE",940404
741,54,"POPLATEK MESICNE",940714
742,77,"POPLATEK MESICNE",940128
743,10,"POPLATEK MESICNE",931105
744,42,"POPLATEK MESICNE",930306
745,43,"POPLATEK MESICNE",971009
746,75,"POPLATEK MESICNE",950510
747,39,"POPLATEK MESICNE",930809
748,10,"POPLATEK MESICNE",930408
749,38,"POPLATEK MESICNE",970323
750,73,"POPLATEK MESICNE",930912
751,3,"POPLATEK MESICNE",930512
752,23,"POPLATEK MESICNE",970110
753,31,"POPLATEK MESICNE",960814
754,1,"POPLATEK MESICNE",950608
755,38,"POPLATEK MESICNE",970927
756,65,"POPLATEK MESICNE",950113
757,50,"POPLATEK MESICNE",930719
758,51,"POPLATEK MESICNE",971219
759,23,"POPLATEK MESICNE",930801
760,1,"POPLATEK MESICNE",970524
761,43,"POPLATEK MESICNE",940409
762,76,"POPLATEK MESICNE",951018
763,1,"POPLATEK MESICNE",950223
764,1,"POPLATEK MESICNE",930108
765,12,"POPLATEK MESICNE",961220
766,3,"POPLATEK MESICNE",960421
767,25,"POPLATEK MESICNE",950326
768,26,"POPLATEK MESICNE",970703
770,7,"POPLATEK MESICNE",960924
771,22,"POPLATEK MESICNE",960122
772,45,"POPLATEK MESICNE",930121
773,15,"POPLATEK MESICNE",930619
774,1,"POPLATEK MESICNE",930608
775,1,"POPLATEK MESICNE",941218
776,66,"POPLATEK MESICNE",960518
777,30,"POPLATEK MESICNE",971228
778,68,"POPLATEK MESICNE",961026
779,16,"POPLATEK MESICNE",960813
780,3,"POPLATEK MESICNE",960426
781,33,"POPLATEK MESICNE",950219
782,42,"POPLATEK MESICNE",971030
783,1,"POPLATEK MESICNE",970908
784,59,"POPLATEK MESICNE",940419
785,21,"POPLATEK TYDNE",970809
786,53,"POPLATEK MESICNE",950812
787,10,"POPLATEK MESICNE",931114
788,12,"POPLATEK MESICNE",960625
789,39,"POPLATEK MESICNE",950206
790,54,"POPLATEK MESICNE",930511
791,49,"POPLATEK MESICNE",951214
792,3,"POPLATEK MESICNE",970813
793,47,"POPLATEK MESICNE",930103
794,63,"POPLATEK MESICNE",970424
795,25,"POPLATEK MESICNE",950127
796,1,"POPLATEK MESICNE",970213
797,57,"POPLATEK MESICNE",961120
798,1,"POPLATEK MESICNE",960422
799,56,"POPLATEK MESICNE",931010
800,11,"POPLATEK MESICNE",971206
801,16,"POPLATEK MESICNE",970723
802,15,"POPLATEK MESICNE",941220
803,19,"POPLATEK MESICNE",950909
804,64,"POPLATEK MESICNE",960206
805,10,"POPLATEK MESICNE",961202
806,13,"POPLATEK MESICNE",961029
807,76,"POPLATEK TYDNE",950613
808,69,"POPLATEK MESICNE",950613
809,36,"POPLATEK MESICNE",951220
810,46,"POPLATEK MESICNE",951111
811,14,"POPLATEK TYDNE",970801
812,1,"POPLATEK MESICNE",960830
813,16,"POPLATEK MESICNE",930210
814,76,"POPLATEK MESICNE",961006
815,56,"POPLATEK MESICNE",930825
816,52,"POPLATEK MESICNE",930805
817,5,"POPLATEK MESICNE",940318
819,20,"POPLATEK MESICNE",950422
820,74,"POPLATEK MESICNE",951104
821,60,"POPLATEK MESICNE",960316
822,40,"POPLATEK MESICNE",961004
823,71,"POPLATEK MESICNE",970919
824,32,"POPLATEK MESICNE",960321
825,19,"POPLATEK MESICNE",960306
826,44,"POPLATEK MESICNE",961005
827,36,"POPLATEK MESICNE",960223
828,1,"POPLATEK MESICNE",970212
829,59,"POPLATEK MESICNE",961110
830,74,"POPLATEK MESICNE",930208
831,44,"POPLATEK MESICNE",960918
832,42,"POPLATEK MESICNE",960524
833,31,"POPLATEK MESICNE",960829
834,3,"POPLATEK MESICNE",970523
836,46,"POPLATEK MESICNE",960728
837,46,"POPLATEK MESICNE",930918
838,47,"POPLATEK MESICNE",931023
839,16,"POPLATEK MESICNE",950117
840,70,"POPLATEK MESICNE",960312
841,1,"POPLATEK MESICNE",931104
842,62,"POPLATEK MESICNE",950407
843,6,"POPLATEK MESICNE",970409
844,53,"POPLATEK MESICNE",940428
845,14,"POPLATEK MESICNE",971227
846,72,"POPLATEK MESICNE",960309
847,2,"POPLATEK MESICNE",960721
848,31,"POPLATEK MESICNE",960616
849,1,"POPLATEK MESICNE",960101
850,25,"POPLATEK MESICNE",970307
851,15,"POPLATEK MESICNE",940923
852,57,"POPLATEK MESICNE",971023
853,1,"POPLATEK MESICNE",960320
854,62,"POPLATEK MESICNE",930921
855,1,"POPLATEK MESICNE",940328
856,2,"POPLATEK MESICNE",960303
857,77,"POPLATEK MESICNE",930916
858,52,"POPLATEK MESICNE",960713
859,13,"POPLATEK MESICNE",970826
860,1,"POPLATEK MESICNE",930319
861,22,"POPLATEK MESICNE",930913
862,64,"POPLATEK TYDNE",930202
863,71,"POPLATEK MESICNE",930516
864,72,"POPLATEK MESICNE",970708
865,17,"POPLATEK MESICNE",960318
866,9,"POPLATEK MESICNE",930110
867,60,"POPLATEK MESICNE",971109
868,1,"POPLATEK MESICNE",970526
869,16,"POPLATEK MESICNE",960715
870,70,"POPLATEK MESICNE",950327
871,1,"POPLATEK MESICNE",960902
872,27,"POPLATEK MESICNE",970118
873,73,"POPLATEK MESICNE",970426
874,56,"POPLATEK TYDNE",960323
875,63,"POPLATEK MESICNE",950517
876,4,"POPLATEK MESICNE",971026
877,1,"POPLATEK MESICNE",960529
878,52,"POPLATEK MESICNE",960629
879,9,"POPLATEK MESICNE",970604
880,26,"POPLATEK MESICNE",961208
882,9,"POPLATEK MESICNE",930306
883,1,"POPLATEK MESICNE",931217
884,2,"POPLATEK MESICNE",931207
885,1,"POPLATEK MESICNE",930625
886,1,"POPLATEK MESICNE",930623
887,1,"POPLATEK MESICNE",930505
888,54,"POPLATEK MESICNE",961028
889,43,"POPLATEK MESICNE",971222
890,14,"POPLATEK MESICNE",930205
891,34,"POPLATEK MESICNE",960523
892,70,"POPLATEK MESICNE",930320
893,53,"POPLATEK MESICNE",950412
894,46,"POPLATEK MESICNE",950827
895,24,"POPLATEK MESICNE",960312
896,3,"POPLATEK MESICNE",950611
897,38,"POPLATEK MESICNE",930426
898,71,"POPLATEK MESICNE",960327
899,72,"POPLATEK MESICNE",930621
900,48,"POPLATEK MESICNE",940426
901,60,"POPLATEK MESICNE",940710
902,74,"POPLATEK MESICNE",930629
903,47,"POPLATEK MESICNE",931210
904,1,"POPLATEK MESICNE",940320
905,35,"POPLATEK MESICNE",961211
906,59,"POPLATEK MESICNE",971227
907,41,"POPLATEK MESICNE",930709
908,62,"POPLATEK MESICNE",940429
909,30,"POPLATEK MESICNE",970902
910,1,"POPLATEK MESICNE",970203
911,60,"POPLATEK MESICNE",960812
912,65,"POPLATEK MESICNE",970427
913,59,"POPLATEK MESICNE",960510
914,73,"POPLATEK MESICNE",931114
915,72,"POPLATEK MESICNE",950118
916,1,"POPLATEK MESICNE",960813
917,56,"POPLATEK MESICNE",951013
918,60,"POPLATEK MESICNE",960823
919,62,"POPLATEK MESICNE",970303
920,58,"POPLATEK MESICNE",960905
921,10,"POPLATEK MESICNE",961008
922,61,"POPLATEK MESICNE",950427
923,13,"POPLATEK MESICNE",960207
924,11,"POPLATEK MESICNE",951209
925,59,"POPLATEK MESICNE",930223
926,36,"POPLATEK MESICNE",961101
927,69,"POPLATEK MESICNE",970412
928,20,"POPLATEK MESICNE",930426
929,54,"POPLATEK MESICNE",930703
930,41,"POPLATEK MESICNE",930803
931,59,"POPLATEK MESICNE",931015
932,20,"POPLATEK MESICNE",960708
933,21,"POPLATEK MESICNE",951118
934,9,"POPLATEK MESICNE",971127
935,23,"POPLATEK MESICNE",961225
936,7,"POPLATEK MESICNE",960302
937,43,"POPLATEK MESICNE",950826
938,70,"POPLATEK MESICNE",971213
939,55,"POPLATEK MESICNE",941004
940,37,"POPLATEK MESICNE",941115
941,8,"POPLATEK MESICNE",940608
942,9,"POPLATEK MESICNE",930816
943,1,"POPLATEK MESICNE",930203
944,70,"POPLATEK MESICNE",930308
945,18,"POPLATEK MESICNE",960816
946,21,"POPLATEK MESICNE",960101
947,59,"POPLATEK MESICNE",930517
949,58,"POPLATEK MESICNE",960213
950,49,"POPLATEK MESICNE",930826
951,3,"POPLATEK MESICNE",960428
952,41,"POPLATEK MESICNE",971109
953,14,"POPLATEK MESICNE",950722
954,74,"POPLATEK MESICNE",960108
955,59,"POPLATEK MESICNE",960708
956,74,"POPLATEK MESICNE",931205
957,70,"POPLATEK MESICNE",951222
958,72,"POPLATEK MESICNE",960606
959,1,"POPLATEK MESICNE",960223
960,4,"POPLATEK PO OBRATU",941102
961,1,"POPLATEK MESICNE",971018
962,64,"POPLATEK MESICNE",960624
963,7,"POPLATEK MESICNE",960809
964,26,"POPLATEK MESICNE",940708
965,20,"POPLATEK MESICNE",930825
966,15,"POPLATEK MESICNE",971014
967,15,"POPLATEK MESICNE",960817
968,74,"POPLATEK MESICNE",951111
969,19,"POPLATEK MESICNE",940108
970,18,"POPLATEK MESICNE",970720
971,12,"POPLATEK MESICNE",960718
972,46,"POPLATEK MESICNE",960929
973,54,"POPLATEK MESICNE",941105
974,29,"POPLATEK MESICNE",940225
975,1,"POPLATEK MESICNE",961019
976,77,"POPLATEK MESICNE",960127
977,1,"POPLATEK MESICNE",930426
978,73,"POPLATEK MESICNE",930818
979,21,"POPLATEK MESICNE",930216
980,1,"POPLATEK MESICNE",961211
981,66,"POPLATEK MESICNE",950325
982,54,"POPLATEK MESICNE",930205
984,2,"POPLATEK MESICNE",960710
985,32,"POPLATEK MESICNE",940529
986,74,"POPLATEK MESICNE",960502
987,15,"POPLATEK MESICNE",960827
988,10,"POPLATEK MESICNE",941022
989,19,"POPLATEK MESICNE",940314
990,17,"POPLATEK MESICNE",951011
991,39,"POPLATEK MESICNE",930518
992,22,"POPLATEK MESICNE",951001
993,6,"POPLATEK MESICNE",961114
994,72,"POPLATEK MESICNE",950915
995,64,"POPLATEK MESICNE",950823
996,47,"POPLATEK MESICNE",970818
997,54,"POPLATEK MESICNE",970508
998,47,"POPLATEK MESICNE",931111
1000,77,"POPLATEK MESICNE",930125
1002,50,"POPLATEK MESICNE",960917
1003,28,"POPLATEK MESICNE",961010
1004,70,"POPLATEK MESICNE",960702
1005,54,"POPLATEK TYDNE",930223
1006,6,"POPLATEK MESICNE",930208
1007,1,"POPLATEK MESICNE",960628
1008,13,"POPLATEK MESICNE",961005
1009,1,"POPLATEK TYDNE",950801
1010,61,"POPLATEK MESICNE",950501
1011,45,"POPLATEK MESICNE",941217
1012,65,"POPLATEK MESICNE",940709
1013,59,"POPLATEK MESICNE",960513
1014,74,"POPLATEK MESICNE",960320
1015,1,"POPLATEK MESICNE",970614
1016,40,"POPLATEK MESICNE",930929
1017,14,"POPLATEK MESICNE",940811
1018,7,"POPLATEK MESICNE",930603
1019,52,"POPLATEK MESICNE",930121
1020,56,"POPLATEK MESICNE",960409
1021,42,"POPLATEK MESICNE",961117
1022,33,"POPLATEK TYDNE",940801
1023,21,"POPLATEK MESICNE",930813
1024,19,"POPLATEK MESICNE",970502
1026,20,"POPLATEK MESICNE",970903
1027,68,"POPLATEK MESICNE",970718
1028,23,"POPLATEK MESICNE",960319
1029,26,"POPLATEK MESICNE",960625
1030,57,"POPLATEK MESICNE",951112
1031,74,"POPLATEK MESICNE",950620
1032,11,"POPLATEK MESICNE",930426
1033,32,"POPLATEK MESICNE",970805
1034,73,"POPLATEK MESICNE",970404
1035,73,"POPLATEK MESICNE",970418
1036,11,"POPLATEK MESICNE",960118
1037,1,"POPLATEK MESICNE",970218
1038,64,"POPLATEK MESICNE",950420
1039,70,"POPLATEK TYDNE",930510
1040,19,"POPLATEK MESICNE",960518
1042,43,"POPLATEK MESICNE",940403
1043,1,"POPLATEK MESICNE",970813
1044,14,"POPLATEK MESICNE",951109
1045,3,"POPLATEK MESICNE",960509
1046,1,"POPLATEK MESICNE",950414
1047,46,"POPLATEK MESICNE",940613
1048,35,"POPLATEK MESICNE",930505
1049,18,"POPLATEK MESICNE",971204
1050,57,"POPLATEK PO OBRATU",930224
1051,35,"POPLATEK MESICNE",931021
1052,61,"POPLATEK MESICNE",930927
1053,57,"POPLATEK MESICNE",940525
1054,10,"POPLATEK MESICNE",930219
1055,29,"POPLATEK MESICNE",961212
1056,1,"POPLATEK TYDNE",961228
1057,13,"POPLATEK MESICNE",930823
1058,47,"POPLATEK MESICNE",960611
1059,8,"POPLATEK MESICNE",950530
1060,6,"POPLATEK MESICNE",961020
1061,44,"POPLATEK MESICNE",971017
1062,6,"POPLATEK MESICNE",930711
1063,68,"POPLATEK MESICNE",960919
1064,70,"POPLATEK MESICNE",970929
1065,72,"POPLATEK MESICNE",930327
1066,16,"POPLATEK TYDNE",960915
1067,34,"POPLATEK MESICNE",960910
1068,52,"POPLATEK MESICNE",970215
1069,70,"POPLATEK MESICNE",930724
1070,62,"POPLATEK MESICNE",960423
1071,68,"POPLATEK TYDNE",930510
1072,65,"POPLATEK MESICNE",971209
1073,73,"POPLATEK MESICNE",940227
1074,59,"POPLATEK MESICNE",960516
1075,35,"POPLATEK MESICNE",950713
1076,1,"POPLATEK MESICNE",941030
1077,14,"POPLATEK MESICNE",930303
1078,1,"POPLATEK MESICNE",960712
1079,74,"POPLATEK MESICNE",930914
1080,55,"POPLATEK MESICNE",931227
1081,64,"POPLATEK MESICNE",961221
1082,2,"POPLATEK MESICNE",960608
1083,45,"POPLATEK MESICNE",961206
1085,42,"POPLATEK MESICNE",970911
1086,37,"POPLATEK MESICNE",960617
1087,55,"POPLATEK MESICNE",960626
1088,32,"POPLATEK MESICNE",931219
1089,74,"POPLATEK MESICNE",951010
1090,69,"POPLATEK MESICNE",961019
1091,16,"POPLATEK MESICNE",930909
1092,41,"POPLATEK MESICNE",950606
1093,54,"POPLATEK MESICNE",960114
1094,35,"POPLATEK MESICNE",960710
1095,54,"POPLATEK MESICNE",970618
1096,34,"POPLATEK MESICNE",970303
1097,67,"POPLATEK MESICNE",960622
1098,47,"POPLATEK MESICNE",931228
1100,35,"POPLATEK MESICNE",960923
1101,4,"POPLATEK MESICNE",970922
1102,70,"POPLATEK MESICNE",960219
1103,66,"POPLATEK MESICNE",950709
1104,39,"POPLATEK MESICNE",951207
1105,55,"POPLATEK MESICNE",940901
1106,20,"POPLATEK TYDNE",930829
1107,42,"POPLATEK MESICNE",930908
1108,26,"POPLATEK MESICNE",950309
1109,66,"POPLATEK MESICNE",941027
1110,54,"POPLATEK MESICNE",970710
1111,5,"POPLATEK MESICNE",960216
1112,48,"POPLATEK MESICNE",950203
1113,8,"POPLATEK MESICNE",960923
1114,6,"POPLATEK TYDNE",931113
1115,34,"POPLATEK MESICNE",930327
1116,1,"POPLATEK MESICNE",930720
1117,68,"POPLATEK MESICNE",960829
1118,48,"POPLATEK MESICNE",930704
1120,1,"POPLATEK MESICNE",931005
1121,32,"POPLATEK MESICNE",960417
1122,13,"POPLATEK MESICNE",950812
1123,13,"POPLATEK MESICNE",931101
1124,26,"POPLATEK MESICNE",960602
1125,1,"POPLATEK TYDNE",971121
1126,56,"POPLATEK MESICNE",930308
1127,27,"POPLATEK MESICNE",930127
1128,74,"POPLATEK MESICNE",931121
1129,35,"POPLATEK MESICNE",950303
1130,1,"POPLATEK MESICNE",970511
1132,1,"POPLATEK TYDNE",930203
1133,1,"POPLATEK MESICNE",931101
1134,6,"POPLATEK MESICNE",930209
1135,1,"POPLATEK MESICNE",950717
1136,12,"POPLATEK MESICNE",930807
1137,60,"POPLATEK MESICNE",951219
1138,41,"POPLATEK MESICNE",970407
1139,34,"POPLATEK PO OBRATU",960120
1140,49,"POPLATEK MESICNE",971107
1141,28,"POPLATEK MESICNE",970216
1142,74,"POPLATEK MESICNE",951019
1144,59,"POPLATEK MESICNE",930128
1145,31,"POPLATEK MESICNE",930703
1146,67,"POPLATEK MESICNE",930912
1147,44,"POPLATEK MESICNE",930410
1149,18,"POPLATEK MESICNE",950907
1150,29,"POPLATEK MESICNE",971008
1151,40,"POPLATEK MESICNE",950623
1152,45,"POPLATEK MESICNE",930415
1153,35,"POPLATEK MESICNE",931229
1154,5,"POPLATEK TYDNE",970829
1155,43,"POPLATEK MESICNE",961004
1156,59,"POPLATEK MESICNE",971209
1157,7,"POPLATEK MESICNE",930327
1158,50,"POPLATEK MESICNE",940403
1159,49,"POPLATEK MESICNE",940209
1160,39,"POPLATEK TYDNE",960729
1161,66,"POPLATEK MESICNE",930508
1164,35,"POPLATEK MESICNE",940114
1165,44,"POPLATEK MESICNE",970323
1166,11,"POPLATEK MESICNE",930421
1168,29,"POPLATEK MESICNE",941103
1169,49,"POPLATEK PO OBRATU",940302
1170,25,"POPLATEK MESICNE",960326
1171,18,"POPLATEK MESICNE",971220
1172,6,"POPLATEK MESICNE",971025
1173,11,"POPLATEK MESICNE",960922
1174,70,"POPLATEK MESICNE",950321
1176,19,"POPLATEK MESICNE",961024
1177,27,"POPLATEK MESICNE",971220
1178,41,"POPLATEK MESICNE",970504
1179,74,"POPLATEK MESICNE",930123
1180,20,"POPLATEK MESICNE",930519
1181,69,"POPLATEK MESICNE",970820
1182,8,"POPLATEK MESICNE",970211
1183,12,"POPLATEK MESICNE",950508
1184,14,"POPLATEK MESICNE",940506
1185,12,"POPLATEK MESICNE",970607
1186,64,"POPLATEK MESICNE",971217
1187,55,"POPLATEK MESICNE",960728
1188,16,"POPLATEK MESICNE",960722
1189,59,"POPLATEK MESICNE",930319
1190,52,"POPLATEK MESICNE",960909
1192,29,"POPLATEK MESICNE",960502
1193,29,"POPLATEK MESICNE",940105
1194,1,"POPLATEK MESICNE",940415
1195,42,"POPLATEK MESICNE",961227
1196,29,"POPLATEK MESICNE",960116
1197,68,"POPLATEK MESICNE",930907
1198,70,"POPLATEK MESICNE",970420
1199,50,"POPLATEK MESICNE",970318
1200,33,"POPLATEK MESICNE",930507
1201,61,"POPLATEK MESICNE",930723
1203,72,"POPLATEK MESICNE",950809
1204,29,"POPLATEK MESICNE",931203
1205,73,"POPLATEK MESICNE",941008
1206,70,"POPLATEK MESICNE",951021
1207,67,"POPLATEK MESICNE",930608
1208,4,"POPLATEK MESICNE",971109
1209,23,"POPLATEK MESICNE",971023
1210,28,"POPLATEK MESICNE",960521
1211,49,"POPLATEK MESICNE",960809
1212,70,"POPLATEK MESICNE",951218
1213,36,"POPLATEK MESICNE",960508
1214,39,"POPLATEK MESICNE",970119
1215,65,"POPLATEK MESICNE",970304
1216,77,"POPLATEK MESICNE",960301
1217,69,"POPLATEK MESICNE",931025
1218,1,"POPLATEK MESICNE",961212
1219,1,"POPLATEK MESICNE",960608
1220,1,"POPLATEK MESICNE",950715
1221,45,"POPLATEK MESICNE",970102
1222,66,"POPLATEK MESICNE",930120
1223,70,"POPLATEK MESICNE",960810
1225,4,"POPLATEK MESICNE",931214
1226,1,"POPLATEK MESICNE",961023
1227,69,"POPLATEK MESICNE",960113
1228,62,"POPLATEK MESICNE",950409
1229,46,"POPLATEK MESICNE",971210
1230,1,"POPLATEK MESICNE",970503
1231,7,"POPLATEK MESICNE",940118
1232,48,"POPLATEK MESICNE",960706
1233,31,"POPLATEK MESICNE",960208
1234,6,"POPLATEK MESICNE",930913
1235,76,"POPLATEK MESICNE",931123
1236,19,"POPLATEK MESICNE",930505
1237,9,"POPLATEK MESICNE",940313
1238,1,"POPLATEK MESICNE",951029
1239,1,"POPLATEK MESICNE",930410
1240,1,"POPLATEK MESICNE",970911
1241,53,"POPLATEK MESICNE",960702
1242,74,"POPLATEK PO OBRATU",961124
1243,1,"POPLATEK MESICNE",960107
1244,68,"POPLATEK MESICNE",960508
1245,68,"POPLATEK MESICNE",971112
1246,58,"POPLATEK MESICNE",940818
1247,25,"POPLATEK MESICNE",930608
1248,22,"POPLATEK MESICNE",950429
1249,67,"POPLATEK MESICNE",950330
1250,62,"POPLATEK MESICNE",960328
1251,34,"POPLATEK TYDNE",950718
1252,13,"POPLATEK TYDNE",950726
1253,5,"POPLATEK MESICNE",970413
1254,74,"POPLATEK MESICNE",950328
1255,68,"POPLATEK MESICNE",970702
1256,38,"POPLATEK MESICNE",940421
1257,66,"POPLATEK MESICNE",951011
1258,3,"POPLATEK MESICNE",960901
1259,72,"POPLATEK MESICNE",970412
1260,5,"POPLATEK MESICNE",961117
1261,52,"POPLATEK MESICNE",950318
1262,29,"POPLATEK MESICNE",970119
1263,30,"POPLATEK TYDNE",960109
1264,1,"POPLATEK MESICNE",970216
1265,49,"POPLATEK MESICNE",960225
1266,57,"POPLATEK MESICNE",960701
1267,43,"POPLATEK MESICNE",960805
1268,74,"POPLATEK MESICNE",930725
1269,52,"POPLATEK MESICNE",940328
1270,55,"POPLATEK PO OBRATU",960607
1271,17,"POPLATEK MESICNE",960618
1272,40,"POPLATEK TYDNE",930525
1273,37,"POPLATEK MESICNE",940325
1274,54,"POPLATEK TYDNE",960819
1275,32,"POPLATEK MESICNE",960626
1276,36,"POPLATEK MESICNE",930107
1277,31,"POPLATEK MESICNE",930620
1279,28,"POPLATEK MESICNE",971013
1280,70,"POPLATEK MESICNE",950503
1281,8,"POPLATEK MESICNE",970414
1284,55,"POPLATEK MESICNE",970702
1285,65,"POPLATEK MESICNE",930604
1286,66,"POPLATEK PO OBRATU",931123
1287,35,"POPLATEK MESICNE",950304
1288,11,"POPLATEK MESICNE",931127
1289,72,"POPLATEK MESICNE",960707
1291,1,"POPLATEK MESICNE",940704
1292,3,"POPLATEK MESICNE",940903
1293,40,"POPLATEK MESICNE",960903
1294,71,"POPLATEK MESICNE",941127
1295,15,"POPLATEK MESICNE",941028
1296,50,"POPLATEK MESICNE",961202
1297,70,"POPLATEK MESICNE",930727
1298,7,"POPLATEK MESICNE",960120
1299,1,"POPLATEK MESICNE",930621
1301,18,"POPLATEK MESICNE",940915
1302,55,"POPLATEK MESICNE",931121
1303,23,"POPLATEK MESICNE",970908
1304,40,"POPLATEK MESICNE",960427
1305,57,"POPLATEK MESICNE",930825
1306,1,"POPLATEK MESICNE",950322
1307,56,"POPLATEK MESICNE",941205
1308,54,"POPLATEK MESICNE",960925
1309,1,"POPLATEK MESICNE",950415
1310,1,"POPLATEK MESICNE",960222
1311,60,"POPLATEK MESICNE",960103
1312,23,"POPLATEK MESICNE",941015
1313,45,"POPLATEK MESICNE",971001
1314,48,"POPLATEK MESICNE",931203
1315,13,"POPLATEK MESICNE",950417
1316,42,"POPLATEK MESICNE",961213
1317,56,"POPLATEK MESICNE",940218
1318,56,"POPLATEK MESICNE",971222
1319,56,"POPLATEK PO OBRATU",970808
1320,58,"POPLATEK MESICNE",961118
1321,60,"POPLATEK MESICNE",970327
1322,17,"POPLATEK MESICNE",930705
1323,43,"POPLATEK MESICNE",960520
1324,42,"POPLATEK MESICNE",961105
1325,26,"POPLATEK MESICNE",960808
1326,52,"POPLATEK MESICNE",961111
1327,65,"POPLATEK MESICNE",940824
1328,8,"POPLATEK MESICNE",960504
1329,53,"POPLATEK MESICNE",960916
1330,68,"POPLATEK MESICNE",961022
1331,59,"POPLATEK MESICNE",950103
1332,59,"POPLATEK MESICNE",930325
1333,21,"POPLATEK MESICNE",940929
1334,74,"POPLATEK MESICNE",930514
1335,54,"POPLATEK MESICNE",950921
1336,5,"POPLATEK MESICNE",970226
1337,23,"POPLATEK MESICNE",930901
1338,74,"POPLATEK MESICNE",930111
1339,76,"POPLATEK MESICNE",970706
1340,52,"POPLATEK MESICNE",971028
1341,36,"POPLATEK MESICNE",951121
1342,9,"POPLATEK MESICNE",971009
1344,12,"POPLATEK PO OBRATU",950716
1345,28,"POPLATEK MESICNE",931019
1346,74,"POPLATEK MESICNE",970701
1347,8,"POPLATEK MESICNE",961124
1348,55,"POPLATEK MESICNE",971112
1349,75,"POPLATEK MESICNE",960305
1350,21,"POPLATEK TYDNE",960825
1351,40,"POPLATEK MESICNE",960329
1352,1,"POPLATEK MESICNE",940923
1353,51,"POPLATEK MESICNE",940421
1354,31,"POPLATEK MESICNE",970621
1355,1,"POPLATEK MESICNE",970816
1356,39,"POPLATEK MESICNE",970201
1357,56,"POPLATEK MESICNE",951120
1358,39,"POPLATEK MESICNE",960421
1359,8,"POPLATEK MESICNE",931202
1360,71,"POPLATEK MESICNE",940814
1361,46,"POPLATEK MESICNE",961209
1362,1,"POPLATEK MESICNE",961219
1363,11,"POPLATEK MESICNE",970323
1365,42,"POPLATEK MESICNE",960315
1366,60,"POPLATEK MESICNE",930224
1367,74,"POPLATEK MESICNE",960820
1368,22,"POPLATEK MESICNE",961212
1369,32,"POPLATEK MESICNE",960323
1370,52,"POPLATEK MESICNE",960925
1371,1,"POPLATEK MESICNE",940427
1372,1,"POPLATEK MESICNE",930316
1373,47,"POPLATEK MESICNE",930612
1374,53,"POPLATEK MESICNE",960926
1375,19,"POPLATEK MESICNE",940427
1376,64,"POPLATEK MESICNE",950920
1377,1,"POPLATEK MESICNE",960925
1378,59,"POPLATEK MESICNE",930304
1379,47,"POPLATEK MESICNE",971001
1380,53,"POPLATEK MESICNE",960219
1381,57,"POPLATEK MESICNE",931101
1382,48,"POPLATEK MESICNE",930803
1383,11,"POPLATEK MESICNE",960415
1384,74,"POPLATEK TYDNE",960328
1385,53,"POPLATEK MESICNE",970508
1387,67,"POPLATEK MESICNE",970101
1388,29,"POPLATEK MESICNE",940502
1389,34,"POPLATEK MESICNE",970805
1390,69,"POPLATEK MESICNE",961230
1391,15,"POPLATEK MESICNE",961221
1392,60,"POPLATEK MESICNE",930428
1393,1,"POPLATEK MESICNE",961124
1394,32,"POPLATEK MESICNE",941227
1395,1,"POPLATEK MESICNE",951121
1396,46,"POPLATEK MESICNE",960626
1397,17,"POPLATEK MESICNE",930322
1398,62,"POPLATEK MESICNE",940818
1399,45,"POPLATEK MESICNE",960520
1401,1,"POPLATEK MESICNE",930812
1402,74,"POPLATEK MESICNE",930326
1403,17,"POPLATEK MESICNE",951102
1404,7,"POPLATEK TYDNE",930922
1405,53,"POPLATEK MESICNE",960604
1406,50,"POPLATEK MESICNE",940304
1407,19,"POPLATEK PO OBRATU",970411
1408,10,"POPLATEK MESICNE",960907
1410,74,"POPLATEK MESICNE",930911
1411,54,"POPLATEK MESICNE",930709
1412,64,"POPLATEK MESICNE",930518
1413,65,"POPLATEK MESICNE",950607
1414,58,"POPLATEK MESICNE",950117
1416,66,"POPLATEK TYDNE",930712
1417,75,"POPLATEK MESICNE",941220
1418,35,"POPLATEK MESICNE",970209
1419,33,"POPLATEK MESICNE",931222
1420,68,"POPLATEK MESICNE",950608
1421,71,"POPLATEK MESICNE",941005
1422,68,"POPLATEK MESICNE",930409
1423,76,"POPLATEK MESICNE",950908
1424,32,"POPLATEK MESICNE",970520
1425,76,"POPLATEK MESICNE",930706
1426,40,"POPLATEK MESICNE",951027
1427,17,"POPLATEK MESICNE",951008
1429,57,"POPLATEK MESICNE",930730
1430,26,"POPLATEK MESICNE",970213
1431,41,"POPLATEK MESICNE",960611
1432,27,"POPLATEK MESICNE",970719
1434,70,"POPLATEK MESICNE",970808
1435,1,"POPLATEK MESICNE",961201
1436,3,"POPLATEK MESICNE",941207
1437,50,"POPLATEK MESICNE",950113
1438,23,"POPLATEK TYDNE",970918
1439,11,"POPLATEK MESICNE",960127
1440,55,"POPLATEK MESICNE",930922
1441,50,"POPLATEK MESICNE",941025
1442,23,"POPLATEK MESICNE",930523
1443,54,"POPLATEK MESICNE",970927
1444,70,"POPLATEK MESICNE",960616
1445,60,"POPLATEK MESICNE",960316
1446,57,"POPLATEK MESICNE",950118
1447,65,"POPLATEK MESICNE",970220
