country,iso3,who_region,data_source,date_updated,total_vaccinations,persons_vaccinated_1plus_dose,total_vaccinations_per100,persons_vaccinated_1plus_dose_per100,vaccines_used,first_vaccine_date,number_vaccines_types_used
Czechia,CZE,EURO,REPORTING,2021-06-20,7287139.0,4752677.0,68.1,44.443,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Democratic Republic of the Congo,COD,AFRO,REPORTING,2021-06-24,52856.0,44840.0,0.059,0.05,SII - Covishield,2021-04-19,1.0
Denmark,DNK,EURO,REPORTING,2021-06-20,4625216.0,2962993.0,79.4,50.886,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Djibouti,DJI,EMRO,REPORTING,2021-06-23,26796.0,20245.0,2.712,2.049,"Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,SII - Covishield,Sinovac - CoronaVac",2021-03-15,4.0
Dominica,DMA,AMRO,REPORTING,2021-06-18,38646.0,20176.0,53.682,28.026,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-02-12,3.0
Dominican Republic,DOM,AMRO,REPORTING,2021-06-18,6675351.0,4344495.0,61.536,40.049,"AstraZeneca - Vaxzevria,SII - Covishield,Sinovac - CoronaVac",2021-02-16,3.0
Ecuador,ECU,AMRO,REPORTING,2021-06-18,3133387.0,2079889.0,17.76,11.789,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-01-21,3.0
Egypt,EGY,EMRO,REPORTING,2021-06-23,4138935.0,3418331.0,4.045,3.34,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,Sinovac - CoronaVac",2021-01-24,4.0
El Salvador,SLV,AMRO,REPORTING,2021-06-18,2294464.0,1275853.0,35.375,19.67,"AstraZeneca - Vaxzevria,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-17,4.0
Equatorial Guinea,GNQ,AFRO,REPORTING,2021-06-24,257146.0,148579.0,18.328,10.59,"Beijing CNBG - BBIBP-CorV,Sinovac - CoronaVac",2021-02-12,2.0
Estonia,EST,EURO,REPORTING,2021-06-20,906542.0,532302.0,68.2,40.054,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Eswatini,SWZ,AFRO,REPORTING,2021-06-24,34897.0,34897.0,3.008,3.008,SII - Covishield,2021-03-19,1.0
Ethiopia,ETH,AFRO,REPORTING,2021-06-24,1987301.0,1987301.0,1.729,1.729,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-03-13,3.0
Falkland Islands (Malvinas),FLK,AMRO,OWID,2021-04-14,4407.0,2632.0,126.529,75.567,AstraZeneca - AZD1222,,1.0
Faroe Islands,FRO,EURO,OWID,2021-06-22,44414.0,26326.0,90.891,53.875,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2.0
Fiji,FJI,WPRO,REPORTING,2021-06-17,265037.0,252791.0,29.565,28.199,"AstraZeneca - Vaxzevria,SII - Covishield",2021-03-07,2.0
Finland,FIN,EURO,REPORTING,2021-06-20,3921189.0,3068255.0,71.0,55.531,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
France,FRA,EURO,REPORTING,2021-06-20,48888085.0,32055997.0,72.6,47.617,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
French Guiana,GUF,AMRO,REPORTING,2021-06-18,70126.0,43182.0,23.478,14.458,,,
French Polynesia,PYF,WPRO,REPORTING,2021-06-19,115715.0,68563.0,41.193,24.408,"Janssen - Ad26.COV 2.5,Pfizer BioNTech - Comirnaty",2021-01-18,2.0
Gabon,GAB,AFRO,REPORTING,2021-06-24,50496.0,35228.0,2.269,1.583,Beijing CNBG - BBIBP-CorV,2021-03-23,1.0
Gambia,GMB,AFRO,REPORTING,2021-06-24,40810.0,30421.0,1.689,1.259,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-10,2.0
Georgia,GEO,EURO,REPORTING,2021-06-20,229948.0,147643.0,5.8,3.701,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-03-17,4.0
Germany,DEU,EURO,REPORTING,2021-06-20,68115795.0,42284319.0,81.9,50.843,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Ghana,GHA,AFRO,REPORTING,2021-06-24,1232876.0,852047.0,3.968,2.742,"Gamaleya - Sputnik V,SII - Covishield",2021-03-02,2.0
Gibraltar,GIB,EURO,OWID,2021-06-21,77969.0,39174.0,231.424,116.274,Pfizer BioNTech - Comirnaty,,1.0
Greece,GRC,EURO,REPORTING,2021-06-20,7688287.0,4516512.0,71.7,42.137,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Greenland,GRL,EURO,OWID,2021-06-22,32403.0,22018.0,57.076,38.783,Moderna - mRNA-1273,,1.0
Grenada,GRD,AMRO,REPORTING,2021-06-18,29157.0,19024.0,25.912,16.907,"AstraZeneca - Vaxzevria,SII - Covishield",2021-02-15,2.0
Guadeloupe,GLP,AMRO,REPORTING,2021-06-18,91828.0,57975.0,22.95,14.489,"AstraZeneca - Vaxzevria,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2021-01-08,5.0
Guam,GUM,WPRO,REPORTING,2021-06-21,160795.0,88362.0,95.272,52.355,"Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2021-01-04,3.0
Guatemala,GTM,AMRO,REPORTING,2021-06-18,724515.0,604173.0,4.044,3.372,"AstraZeneca - Vaxzevria,Gamaleya - Sputnik V,Moderna - mRNA-1273,SII - Covishield",2021-02-25,4.0
Guernsey,GGY,EURO,OWID,2021-06-22,77881.0,,120.806,,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0
Guinea,GIN,AFRO,REPORTING,2021-06-24,524765.0,380946.0,3.996,2.901,"Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,Janssen - Ad26.COV 2.5,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-03-05,6.0
Guinea-Bissau,GNB,AFRO,REPORTING,2021-06-24,18035.0,18035.0,0.916,0.916,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-04-02,2.0
Guyana,GUY,AMRO,REPORTING,2021-06-18,319096.0,224853.0,40.569,28.587,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,SII - Covishield",2021-02-11,4.0
Honduras,HND,AMRO,REPORTING,2021-06-18,541792.0,484018.0,5.47,4.887,"AstraZeneca - Vaxzevria,Gamaleya - Sputnik V,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,SII - Covishield",2021-02-26,5.0
Hungary,HUN,EURO,REPORTING,2021-06-20,9839749.0,5374335.0,100.7,55.011,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2020-12-23,7.0
Iceland,ISL,EURO,REPORTING,2021-06-20,387812.0,233589.0,106.5,64.149,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
India,IND,SEARO,REPORTING,2021-06-19,276255304.0,225282826.0,20.018,16.325,"Bharat - Covaxin,Gamaleya - Sputnik V,SII - Covishield",2021-01-16,3.0
Indonesia,IDN,SEARO,REPORTING,2021-06-22,36581555.0,23998166.0,13.374,8.774,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Sinovac - CoronaVac",2021-01-13,3.0
Iran (Islamic Republic of),IRN,EMRO,REPORTING,2021-06-21,4968642.0,4013642.0,5.916,4.779,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Sputnik V",2021-02-09,4.0
Iraq,IRQ,EMRO,REPORTING,2021-06-20,805363.0,548696.0,2.002,1.364,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,Pfizer BioNTech - Comirnaty",2021-03-02,4.0
Ireland,IRL,EURO,REPORTING,2021-06-20,3679531.0,2349219.0,74.1,47.321,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Isle of Man,IMN,EURO,OWID,2021-06-22,97379.0,62418.0,114.52,73.405,"AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,2.0
Israel,ISR,EURO,REPORTING,2021-06-06,10583275.0,5459706.0,122.3,63.078,"Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-16,2.0
Italy,ITA,EURO,REPORTING,2021-06-20,46808614.0,31194243.0,78.5,52.304,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Jamaica,JAM,AMRO,REPORTING,2021-06-18,194315.0,163209.0,6.562,5.512,"AstraZeneca - Vaxzevria,SII - Covishield",2021-03-10,2.0
Japan,JPN,WPRO,REPORTING,2021-06-06,15605278.0,11481310.0,12.338,9.078,"AstraZeneca - Vaxzevria,Moderna - mRNA-1273,Novavax - Covavax,Pfizer BioNTech - Comirnaty",2021-02-17,4.0
Jersey,JEY,EURO,OWID,2021-06-16,118216.0,66606.0,109.666,61.789,"Moderna - mRNA-1273, AstraZeneca - AZD1222, Pfizer BioNTech - Comirnaty",,3.0
Jordan,JOR,EMRO,REPORTING,2021-06-20,3002498.0,2065650.0,29.427,20.245,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2021-01-13,6.0
Kazakhstan,KAZ,EURO,REPORTING,2021-06-20,4428255.0,2760223.0,23.6,14.7,"Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,RIBSP - QazCovid,Sinovac - CoronaVac",2021-03-10,4.0
Kenya,KEN,AFRO,REPORTING,2021-06-24,1201325.0,997420.0,2.234,1.855,SII - Covishield,2021-03-05,1.0
Kiribati,KIR,WPRO,REPORTING,2021-05-26,0.0,0.0,0.001,0.001,AstraZeneca - Vaxzevria,2021-05-26,1.0
Kosovo,XKX,EURO,REPORTING,2021-05-30,19257.0,19257.0,1.1,1.072,AstraZeneca - AZD1222,,1.0
Kuwait,KWT,EMRO,REPORTING,2021-04-28,1120000.0,,26.226,,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty",2020-12-28,3.0
Kyrgyzstan,KGZ,EURO,OWID,2021-06-09,54101.0,,0.8,,"Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V",2021-04-28,2.0
Lao People's Democratic Republic,LAO,WPRO,REPORTING,2021-06-13,1100013.0,714092.0,15.119,9.815,"Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2020-11-25,5.0
Latvia,LVA,EURO,REPORTING,2021-06-13,910815.0,517277.0,47.7,27.116,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Lebanon,LBN,EMRO,REPORTING,2021-06-21,1142266.0,767741.0,16.735,11.248,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,Pfizer BioNTech - Comirnaty",2021-02-14,4.0
Lesotho,LSO,AFRO,REPORTING,2021-06-24,36637.0,36637.0,1.71,1.71,SII - Covishield,2021-03-10,1.0
Liberia,LBR,AFRO,REPORTING,2021-06-24,76642.0,74372.0,1.515,1.47,SII - Covishield,2021-04-01,1.0
Libya,LBY,EMRO,REPORTING,2021-06-23,370066.0,370066.0,5.386,5.386,"AstraZeneca - Vaxzevria,Gamaleya - Sputnik V,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-04-11,6.0
Liechtenstein,LIE,OTHER,OWID,2021-06-20,29736.0,18446.0,76.744,47.606,"Moderna - mRNA-1273, Pfizer BioNTech - Comirnaty",,2.0
Lithuania,LTU,EURO,REPORTING,2021-06-20,2021428.0,1166870.0,72.3,41.762,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Luxembourg,LUX,EURO,REPORTING,2021-06-20,501611.0,293352.0,80.1,46.853,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-30,4.0
Madagascar,MDG,AFRO,REPORTING,2021-06-24,196291.0,196291.0,0.709,0.709,SII - Covishield,2021-05-10,1.0
Malawi,MWI,AFRO,REPORTING,2021-06-24,491717.0,384406.0,2.57,2.009,SII - Covishield,2021-03-11,1.0
Malaysia,MYS,WPRO,REPORTING,2021-06-20,4102936.0,2835178.0,12.677,8.76,"AstraZeneca - Vaxzevria,CanSino - Ad5-nCOV,Gamaleya - Sputnik V,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",2021-02-24,5.0
Maldives,MDV,SEARO,REPORTING,2021-06-20,499609.0,315397.0,92.427,58.348,"Beijing CNBG - BBIBP-CorV,Pfizer BioNTech - Comirnaty,SII - Covishield,Sinovac - CoronaVac",2021-02-01,4.0
Mali,MLI,AFRO,REPORTING,2021-06-24,179634.0,133317.0,0.887,0.658,SII - Covishield,2021-03-31,1.0
Malta,MLT,EURO,REPORTING,2021-06-20,597295.0,309732.0,116.1,60.193,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-23,4.0
Marshall Islands,MHL,WPRO,REPORTING,2021-06-21,31303.0,17028.0,52.882,28.766,"Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2020-12-29,3.0
Martinique,MTQ,AMRO,REPORTING,2021-06-18,84824.0,,22.604,,Pfizer BioNTech - Comirnaty,,1.0
Mauritania,MRT,AFRO,REPORTING,2021-06-24,140701.0,133718.0,3.026,2.876,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-26,2.0
Mauritius,MUS,AFRO,REPORTING,2021-06-24,706948.0,486034.0,55.588,38.217,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,SII - Covishield",2021-01-26,3.0
Mexico,MEX,AMRO,REPORTING,2021-06-18,38248562.0,26665789.0,29.666,20.682,"AstraZeneca - Vaxzevria,CanSino - Ad5-nCOV,Gamaleya - Sputnik V,Pfizer BioNTech - Comirnaty,Sinovac - CoronaVac",,5.0
Micronesia (Federated States of),FSM,WPRO,REPORTING,2021-06-21,47588.0,28047.0,41.373,24.384,"AstraZeneca - Vaxzevria,Janssen - Ad26.COV 2.5,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty",2021-01-13,4.0
Monaco,MCO,EURO,OWID,2021-06-10,33965.0,18836.0,86.5,47.997,Pfizer BioNTech - Comirnaty,,1.0
Mongolia,MNG,WPRO,REPORTING,2021-06-18,3599447.0,1907868.0,109.796,58.197,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,Moderna - mRNA-1273,Pfizer BioNTech - Comirnaty,SII - Covishield",2021-02-23,6.0
Montenegro,MNE,EURO,REPORTING,2021-06-06,218285.0,135870.0,34.8,21.633,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,Pfizer BioNTech - Comirnaty",2021-02-24,4.0
Montserrat,MSR,AMRO,REPORTING,2021-06-18,2600.0,1394.0,52.01,27.886,AstraZeneca - Vaxzevria,2021-02-08,1.0
Morocco,MAR,EMRO,REPORTING,2021-06-08,15380193.0,9216223.0,41.669,24.969,"AstraZeneca - Vaxzevria,Beijing CNBG - BBIBP-CorV,Gamaleya - Sputnik V,Janssen - Ad26.COV 2.5",2021-01-28,4.0
Mozambique,MOZ,AFRO,REPORTING,2021-06-24,438382.0,341707.0,1.403,1.093,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-08,2.0
Myanmar,MMR,SEARO,REPORTING,2021-05-13,2994900.0,1772177.0,5.504,3.257,SII - Covishield,2021-01-27,1.0
Namibia,NAM,AFRO,REPORTING,2021-06-24,123954.0,104103.0,4.878,4.097,"Beijing CNBG - BBIBP-CorV,SII - Covishield",2021-03-19,2.0
Nauru,NRU,WPRO,REPORTING,2021-06-11,9324.0,7499.0,86.062,69.217,"AstraZeneca - Vaxzevria,SII - Covishield",2021-04-09,2.0
Nepal,NPL,SEARO,REPORTING,2021-06-18,3232604.0,2500196.0,11.095,8.581,"Beijing CNBG - BBIBP-CorV,Bharat - Covaxin,Gamaleya - Sputnik V,SII - Covishield",2021-01-27,4.0
